part_id,part_name,category,kid_friendly_name,what_it_does,skill_level,voltage,usual_qty,buy_search_term,compatible_with,example_projects,common_mistake,safety_note,online_search_robu,online_search_robocraze,online_search_amazon_in,local_store_search_term,priority,applicable_robot_types,why_add,source_gap_id
IMU-004,High-Rate Industrial IMU,IMU & Orientation,Balance sensor,Measures motion and orientation for balance and state estimation.,Intermediate,3.3–5V logic; verify model,1+,High-Rate Industrial IMU,MCU/SBC; ROS 2; balance/navigation stack,Humanoid Robot; Robot Dog; Drone,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=High-Rate+Industrial+IMU&post_type=product,https://robocraze.com/search?q=High-Rate+Industrial+IMU,https://www.amazon.in/s?k=High-Rate+Industrial+IMU,High-Rate Industrial IMU,P1,Humanoid; Quadruped; Drone; AMR,Adds better orientation and state-estimation options beyond MPU6050.,GAP-068
IMU-005,ICM-20948 9-DOF IMU,IMU & Orientation,Balance sensor,Measures motion and orientation for balance and state estimation.,Intermediate,3.3–5V logic; verify model,1+,ICM-20948 9-DOF IMU,MCU/SBC; ROS 2; balance/navigation stack,Humanoid Robot; Robot Dog; Drone,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=ICM-20948+9-DOF+IMU&post_type=product,https://robocraze.com/search?q=ICM-20948+9-DOF+IMU,https://www.amazon.in/s?k=ICM-20948+9-DOF+IMU,ICM-20948 9-DOF IMU,P1,Humanoid; Quadruped; Drone; AMR,Adds better orientation and state-estimation options beyond MPU6050.,GAP-067
IMU-006,Magnetometer Module,IMU & Orientation,Balance sensor,"Measures robot motion, tilt and orientation.",Intermediate,3.3–5V logic; verify model,1+,Magnetometer Module,MCU/SBC; ROS 2; balance/navigation stack,Humanoid Robot; Robot Dog; Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Magnetometer+Module&post_type=product,https://robocraze.com/search?q=Magnetometer+Module,https://www.amazon.in/s?k=Magnetometer+Module,Magnetometer Module,P1,Humanoid; Quadruped; Drone; AMR,Adds better orientation and state-estimation options beyond MPU6050.,GAP-069
TRN-001,Ball Screw,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Ball Screw,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Ball+Screw&post_type=product,https://robocraze.com/search?q=Ball+Screw,https://www.amazon.in/s?k=Ball+Screw,Ball Screw,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-130
TRN-002,CV Joint,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,CV Joint,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=CV+Joint&post_type=product,https://robocraze.com/search?q=CV+Joint,https://www.amazon.in/s?k=CV+Joint,CV Joint,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-135
TRN-003,Cable / Bowden Transmission,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Cable / Bowden Transmission,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Cable+%2F+Bowden+Transmission&post_type=product,https://robocraze.com/search?q=Cable+%2F+Bowden+Transmission,https://www.amazon.in/s?k=Cable+%2F+Bowden+Transmission,Cable / Bowden Transmission,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-136
TRN-004,Capstan Drive,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Capstan Drive,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Capstan+Drive&post_type=product,https://robocraze.com/search?q=Capstan+Drive,https://www.amazon.in/s?k=Capstan+Drive,Capstan Drive,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-137
TRN-005,Chain and Sprocket,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Chain and Sprocket,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Chain+and+Sprocket&post_type=product,https://robocraze.com/search?q=Chain+and+Sprocket,https://www.amazon.in/s?k=Chain+and+Sprocket,Chain and Sprocket,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-128
TRN-006,Flexible Coupler,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Flexible Coupler,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Flexible+Coupler&post_type=product,https://robocraze.com/search?q=Flexible+Coupler,https://www.amazon.in/s?k=Flexible+Coupler,Flexible Coupler,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-133
TRN-007,GT2 Belt and Pulley,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,GT2 Belt and Pulley,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=GT2+Belt+and+Pulley&post_type=product,https://robocraze.com/search?q=GT2+Belt+and+Pulley,https://www.amazon.in/s?k=GT2+Belt+and+Pulley,GT2 Belt and Pulley,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-127
TRN-008,Lead Screw + Nut,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Lead Screw + Nut,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Lead+Screw+%2B+Nut&post_type=product,https://robocraze.com/search?q=Lead+Screw+%2B+Nut,https://www.amazon.in/s?k=Lead+Screw+%2B+Nut,Lead Screw + Nut,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-129
TRN-009,Rack and Pinion,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Rack and Pinion,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Rack+and+Pinion&post_type=product,https://robocraze.com/search?q=Rack+and+Pinion,https://www.amazon.in/s?k=Rack+and+Pinion,Rack and Pinion,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-131
TRN-010,Shaft Coupler,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Shaft Coupler,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Shaft+Coupler&post_type=product,https://robocraze.com/search?q=Shaft+Coupler,https://www.amazon.in/s?k=Shaft+Coupler,Shaft Coupler,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-132
TRN-011,Timing Belt + Pulley Set,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Timing Belt + Pulley Set,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Timing+Belt+%2B+Pulley+Set&post_type=product,https://robocraze.com/search?q=Timing+Belt+%2B+Pulley+Set,https://www.amazon.in/s?k=Timing+Belt+%2B+Pulley+Set,Timing Belt + Pulley Set,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-126
TRN-012,Universal Joint,Mechanical Transmission,Motion transfer part,Transfers motion and torque between motors and robot mechanisms.,Intermediate,Passive / model dependent,1+,Universal Joint,Motors; shafts; bearings; robot frames,Robotic Arm; Humanoid Robot; Robot Dog,"Misalignment, poor fit or undersizing the mechanical load.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Universal+Joint&post_type=product,https://robocraze.com/search?q=Universal+Joint,https://www.amazon.in/s?k=Universal+Joint,Universal Joint,P1,Arm; Humanoid; Quadruped; Mobile; Custom Robot,Needed to transmit motion efficiently in joints and mechanisms.,GAP-134
MOB-001,BLDC Wheel Motor,Mobile Robot Drive,Robot driving part,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,BLDC Wheel Motor,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=BLDC+Wheel+Motor&post_type=product,https://robocraze.com/search?q=BLDC+Wheel+Motor,https://www.amazon.in/s?k=BLDC+Wheel+Motor,BLDC Wheel Motor,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-210
MOB-002,Differential Drive Gearmotor,Mobile Robot Drive,Robot driving part,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,Differential Drive Gearmotor,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Differential+Drive+Gearmotor&post_type=product,https://robocraze.com/search?q=Differential+Drive+Gearmotor,https://www.amazon.in/s?k=Differential+Drive+Gearmotor,Differential Drive Gearmotor,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-212
MOB-003,Hub Motor,Mobile Robot Drive,Robot driving part,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,Hub Motor,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Hub+Motor&post_type=product,https://robocraze.com/search?q=Hub+Motor,https://www.amazon.in/s?k=Hub+Motor,Hub Motor,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-209
MOB-004,Mecanum Wheel,Mobile Robot Drive,Robot driving part,"Provides wheel, track, steering or suspension motion for mobile robots.",Intermediate,Varies by model; verify rated voltage,1+,Mecanum Wheel,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Mecanum+Wheel&post_type=product,https://robocraze.com/search?q=Mecanum+Wheel,https://www.amazon.in/s?k=Mecanum+Wheel,Mecanum Wheel,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-207
MOB-005,Omnidirectional Wheel,Mobile Robot Drive,Robot driving part,"Provides wheel, track, steering or suspension motion for mobile robots.",Intermediate,Varies by model; verify rated voltage,1+,Omnidirectional Wheel,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Omnidirectional+Wheel&post_type=product,https://robocraze.com/search?q=Omnidirectional+Wheel,https://www.amazon.in/s?k=Omnidirectional+Wheel,Omnidirectional Wheel,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-208
MOB-006,Rubber Track Set,Mobile Robot Drive,Robot driving part,"Provides wheel, track, steering or suspension motion for mobile robots.",Intermediate,Varies by model; verify rated voltage,1+,Rubber Track Set,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Rubber+Track+Set&post_type=product,https://robocraze.com/search?q=Rubber+Track+Set,https://www.amazon.in/s?k=Rubber+Track+Set,Rubber Track Set,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-214
MOB-007,Steering Servo / Ackermann Steering Set,Mobile Robot Drive,Robot driving part,"Provides wheel, track, steering or suspension motion for mobile robots.",Intermediate,Varies by model; verify rated voltage,1+,Steering Servo / Ackermann Steering Set,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Steering+Servo+%2F+Ackermann+Steering+Set&post_type=product,https://robocraze.com/search?q=Steering+Servo+%2F+Ackermann+Steering+Set,https://www.amazon.in/s?k=Steering+Servo+%2F+Ackermann+Steering+Set,Steering Servo / Ackermann Steering Set,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-216
MOB-008,Suspension Module,Mobile Robot Drive,Robot driving part,"Provides wheel, track, steering or suspension motion for mobile robots.",Intermediate,3.3–5V logic; verify model,1+,Suspension Module,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Suspension+Module&post_type=product,https://robocraze.com/search?q=Suspension+Module,https://www.amazon.in/s?k=Suspension+Module,Suspension Module,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-215
MOB-009,Tracked Robot Chassis,Mobile Robot Drive,Robot driving part,"Provides wheel, track, steering or suspension motion for mobile robots.",Intermediate,Varies by model; verify rated voltage,1+,Tracked Robot Chassis,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Tracked+Robot+Chassis&post_type=product,https://robocraze.com/search?q=Tracked+Robot+Chassis,https://www.amazon.in/s?k=Tracked+Robot+Chassis,Tracked Robot Chassis,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-213
MOB-010,Wheel Encoder Motor,Mobile Robot Drive,Robot driving part,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,Wheel Encoder Motor,Motor drivers; chassis; battery; navigation controller,Autonomous Mobile Robot; Underwater ROV,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Wheel+Encoder+Motor&post_type=product,https://robocraze.com/search?q=Wheel+Encoder+Motor,https://www.amazon.in/s?k=Wheel+Encoder+Motor,Wheel Encoder Motor,P1,AMR; Rover; Delivery; Inspection Robot,Extends the database beyond basic 2WD chassis.,GAP-211
TOOL-004,3D Printer Filament PLA/PETG/TPU,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,3D Printer Filament PLA/PETG/TPU,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=3D+Printer+Filament+PLA%2FPETG%2FTPU&post_type=product,https://robocraze.com/search?q=3D+Printer+Filament+PLA%2FPETG%2FTPU,https://www.amazon.in/s?k=3D+Printer+Filament+PLA%2FPETG%2FTPU,3D Printer Filament PLA/PETG/TPU,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-280
TOOL-005,Bench Power Supply,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Bench Power Supply,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Bench+Power+Supply&post_type=product,https://robocraze.com/search?q=Bench+Power+Supply,https://www.amazon.in/s?k=Bench+Power+Supply,Bench Power Supply,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-279
TOOL-006,Caliper,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Caliper,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Caliper&post_type=product,https://robocraze.com/search?q=Caliper,https://www.amazon.in/s?k=Caliper,Caliper,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-276
TOOL-007,Crimping Tool,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Crimping Tool,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Crimping+Tool&post_type=product,https://robocraze.com/search?q=Crimping+Tool,https://www.amazon.in/s?k=Crimping+Tool,Crimping Tool,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-272
TOOL-008,Desoldering Pump,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Desoldering Pump,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.",Hot-tool/burn hazard; use eye protection and ventilation.,https://robu.in/?s=Desoldering+Pump&post_type=product,https://robocraze.com/search?q=Desoldering+Pump,https://www.amazon.in/s?k=Desoldering+Pump,Desoldering Pump,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-271
TOOL-009,Epoxy Adhesive,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Epoxy Adhesive,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Epoxy+Adhesive&post_type=product,https://robocraze.com/search?q=Epoxy+Adhesive,https://www.amazon.in/s?k=Epoxy+Adhesive,Epoxy Adhesive,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-282
TOOL-010,Ferrule Crimper,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Ferrule Crimper,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Ferrule+Crimper&post_type=product,https://robocraze.com/search?q=Ferrule+Crimper,https://www.amazon.in/s?k=Ferrule+Crimper,Ferrule Crimper,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-274
TOOL-011,Flux,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Flux,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Flux&post_type=product,https://robocraze.com/search?q=Flux,https://www.amazon.in/s?k=Flux,Flux,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-270
TOOL-012,Heat Gun,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Heat Gun,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.",Hot-tool/burn hazard; use eye protection and ventilation.,https://robu.in/?s=Heat+Gun&post_type=product,https://robocraze.com/search?q=Heat+Gun,https://www.amazon.in/s?k=Heat+Gun,Heat Gun,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-275
TOOL-013,JST Crimp Tool,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,JST Crimp Tool,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=JST+Crimp+Tool&post_type=product,https://robocraze.com/search?q=JST+Crimp+Tool,https://www.amazon.in/s?k=JST+Crimp+Tool,JST Crimp Tool,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-273
TOOL-014,Logic Analyzer,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Logic Analyzer,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Logic+Analyzer&post_type=product,https://robocraze.com/search?q=Logic+Analyzer,https://www.amazon.in/s?k=Logic+Analyzer,Logic Analyzer,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-277
TOOL-015,Oscilloscope,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Oscilloscope,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Oscilloscope&post_type=product,https://robocraze.com/search?q=Oscilloscope,https://www.amazon.in/s?k=Oscilloscope,Oscilloscope,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-278
TOOL-016,Solder Wire,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Solder Wire,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.",Hot-tool/burn hazard; use eye protection and ventilation.,https://robu.in/?s=Solder+Wire&post_type=product,https://robocraze.com/search?q=Solder+Wire,https://www.amazon.in/s?k=Solder+Wire,Solder Wire,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-269
TOOL-017,Soldering Iron Station,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Soldering Iron Station,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.",Hot-tool/burn hazard; use eye protection and ventilation.,https://robu.in/?s=Soldering+Iron+Station&post_type=product,https://robocraze.com/search?q=Soldering+Iron+Station,https://www.amazon.in/s?k=Soldering+Iron+Station,Soldering Iron Station,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-268
TOOL-018,Threadlocker,Prototyping & Fabrication,Robot builder tool,"Helps build, assemble, measure or debug robotics hardware.",Intermediate,Passive / model dependent,1+,Threadlocker,General electronics and mechanical robot builds,Robot Workshop,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Threadlocker&post_type=product,https://robocraze.com/search?q=Threadlocker,https://www.amazon.in/s?k=Threadlocker,Threadlocker,P1,All robot builders,The current tools section is too small for building and debugging complete robots.,GAP-281
UAV-001,Barometer,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,Varies by model; verify rated voltage,1+,Barometer,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Barometer&post_type=product,https://robocraze.com/search?q=Barometer,https://www.amazon.in/s?k=Barometer,Barometer,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-225
UAV-002,Brushless Outrunner Motor,Drone / Aerial Robotics,Flying robot part,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,4+ for quadcopter,Brushless Outrunner Motor,Flight controller; battery; frame; telemetry,Drone,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Brushless+Outrunner+Motor&post_type=product,https://robocraze.com/search?q=Brushless+Outrunner+Motor,https://www.amazon.in/s?k=Brushless+Outrunner+Motor,Brushless Outrunner Motor,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-217
UAV-003,Drone Frame,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,Varies by model; verify rated voltage,1+,Drone Frame,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Drone+Frame&post_type=product,https://robocraze.com/search?q=Drone+Frame,https://www.amazon.in/s?k=Drone+Frame,Drone Frame,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-226
UAV-004,Electronic Speed Controller (ESC),Drone / Aerial Robotics,Flying robot part,Provides electronic control for motors or robot subsystems.,Intermediate,Varies by model; verify rated voltage,4+ for quadcopter,Electronic Speed Controller (ESC),Flight controller; battery; frame; telemetry,Drone,"Ignoring current, voltage or stall-load ratings.",Remove propellers during bench tests and keep hands clear of rotating parts.,https://robu.in/?s=Electronic+Speed+Controller+%28ESC%29&post_type=product,https://robocraze.com/search?q=Electronic+Speed+Controller+%28ESC%29,https://www.amazon.in/s?k=Electronic+Speed+Controller+%28ESC%29,Electronic Speed Controller (ESC),P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-218
